subject,price,listId,lastBumpAgeSecs,oldPrice,professionalAd,isFeatured,videoCount,isChatEnabled,url,thumbnail,date,imageCount,location,category,searchCategoryLevelZero,searchCategoryLevelOne,accountActivityStatus,position,olxPay,olxDelivery,vehicleReport,vehicleTags,vehiclePills,tags,priorityAdImage
"Linda Casa no São Basílio -Campo Grande, Vantagens Exclusivas",R$ 950,1011676075,22678,R$ 1.100,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/linda-casa-no-sao-basilio-campo-grande-vantagens-exclusivas-1011676075,https://img.olx.com.br/thumbs256x256/75/750271626767467.jpg,1654565394,20,"Rio de Janeiro, Campo Grande",Casas,1000,1002,{'isOnline': False},14,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '95m²'}, {'label': 'Condomínio: R$ 0'}, {'label': '1 vaga'}]",False
Apartamento para aluguel com 2 quartos em Santa Cruz - Rio de Janeiro - RJ,R$ 400,976045318,22745,R$ 600,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-para-aluguel-com-2-quartos-em-santa-cruz-rio-de-janeiro-rj-976045318,https://img.olx.com.br/thumbs256x256/66/668236749167815.jpg,1654565327,18,"Rio de Janeiro, Santa Cruz",Apartamentos,1000,1002,{'isOnline': False},15,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '80m²'}, {'label': 'Condomínio: R$ 375'}]",False
"Quarto e sala no Grajaú, próximo à Rua Teodoro da Silva",R$ 790,953242764,22748,R$ 950,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-e-sala-no-grajau-proximo-a-rua-teodoro-da-silva-953242764,https://img.olx.com.br/thumbs256x256/08/087214270523142.jpg,1654565324,20,"Rio de Janeiro, Vila Isabel",Apartamentos,1000,1002,{'isOnline': False},16,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '1 quarto'}, {'label': '48m²'}, {'label': 'Condomínio: R$ 450'}]",False
LOCAÇÃO- TIJUCA - CONJUGADO PROXIMO AO METRÔ!,R$ 850,1028000462,22748,R$ 900,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/locacao-tijuca-conjugado-proximo-ao-metro-1028000462,https://img.olx.com.br/thumbs256x256/15/153266405400095.jpg,1654565324,20,"Rio de Janeiro, Tijuca",Apartamentos,1000,1002,{'isOnline': False},17,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '1 quarto'}, {'label': '25m²'}, {'label': 'Condomínio: R$ 552'}]",False
Santa Mônica Jardins - BARRA DA TIJUCA - Casa Duplex Alto Padrão - 900m² com 750m² de área,R$ 35.000,974033814,22770,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/santa-monica-jardins-barra-da-tijuca-casa-duplex-alto-padrao-900m-com-750m-de-area-974033814,https://img.olx.com.br/thumbs256x256/74/744282026702821.jpg,1654565302,20,"Rio de Janeiro, Recreio dos Bandeirantes",Casas,1000,1002,{'isOnline': False},18,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '4 quartos'}, {'label': '750m²'}, {'label': 'Condomínio: R$ 2.800'}, {'label': '4 vagas'}]",False
Casa de condomínio para aluguel possui 600 metros quadrados com 5 quartos,R$ 30.000,1037013959,22779,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/casa-de-condominio-para-aluguel-possui-600-metros-quadrados-com-5-quartos-1037013959,https://img.olx.com.br/thumbs256x256/37/379236282997714.jpg,1654565293,20,"Rio de Janeiro, Barra da Tijuca",Casas,1000,1002,{'isOnline': False},19,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '4 quartos'}, {'label': '650m²'}, {'label': 'Condomínio: R$ 2.200'}, {'label': '3 vagas'}]",False
APARTAMENTORIO DE JANEIRO,R$ 1.500,1026523235,22780,R$ 1.700,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamentorio-de-janeiro-1026523235,https://img.olx.com.br/thumbs256x256/11/118251878239429.jpg,1654565292,20,"Rio de Janeiro, Tijuca",Apartamentos,1000,1002,{'isOnline': False},20,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '3 quartos'}, {'label': '90m²'}, {'label': 'Condomínio: R$ 825'}]",False
Apartamento para aluguel e venda com 59 metros quadrados com 2 quartos em Várzea - Teresóp,R$ 1.650,992903378,22845,R$ 2.000,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-para-aluguel-e-venda-com-59-metros-quadrados-com-2-quartos-em-varzea-teresop-992903378,https://img.olx.com.br/thumbs256x256/44/444233414635580.jpg,1654565227,16,"Teresópolis, Várzea",Apartamentos,1000,1002,{'isOnline': False},21,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '59m²'}, {'label': 'Condomínio: R$ 350'}, {'label': '1 vaga'}]",False
Apartamento 01 quarto Tijuca,R$ 1.000,989686427,22847,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-01-quarto-tijuca-989686427,https://img.olx.com.br/thumbs256x256/69/695256620141841.jpg,1654565225,15,"Rio de Janeiro, Tijuca",Apartamentos,1000,1002,{'isOnline': False},22,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '1 quarto'}, {'label': '42m²'}, {'label': 'Condomínio: R$ 420'}]",False
Apartamento para aluguel com 68 metros quadrados com 3 quartos em Laranjeiras - Rio de Jan,R$ 2.500,1039376166,22855,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-para-aluguel-com-68-metros-quadrados-com-3-quartos-em-laranjeiras-rio-de-jan-1039376166,https://img.olx.com.br/thumbs256x256/43/439226284486826.jpg,1654565217,13,"Rio de Janeiro, Laranjeiras",Apartamentos,1000,1002,{'isOnline': False},23,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '3 quartos'}, {'label': '68m²'}, {'label': 'Condomínio: R$ 1.290'}, {'label': '1 vaga'}]",False
Apt°. Bairro Comari,R$ 1.000,1041933714,0,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apt-bairro-comari-1041933714,https://img.olx.com.br/thumbs256x256/49/497202179609019.jpg,1654565216,15,"Rio de Janeiro, Campo Grande",Apartamentos,1000,1002,{'isOnline': False},24,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '60m²'}, {'label': 'Condomínio: R$ 0'}, {'label': '1 vaga'}]",False
"Apto. 3 qts/1 ste, Barra da Tijuca-ABM, Barra D Oro, 112 m², 2 vgs",R$ 3.650,1040998693,22943,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apto-3-qts-1-ste-barra-da-tijuca-abm-barra-d-oro-112-m-2-vgs-1040998693,https://img.olx.com.br/thumbs256x256/46/463261293162671.jpg,1654565129,20,"Rio de Janeiro, Barra da Tijuca",Apartamentos,1000,1002,{'isOnline': False},25,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '3 quartos'}, {'label': '112m²'}, {'label': 'Condomínio: R$ 1.730'}, {'label': '2 vagas'}]",False
MANSÃO NO ALPHAVILLE,R$ 35.000,1022924475,22954,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/mansao-no-alphaville-1022924475,https://img.olx.com.br/thumbs256x256/02/022204511395121.jpg,1654565118,16,"Rio de Janeiro, Barra da Tijuca",Casas,1000,1002,{'isOnline': False},26,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '5 ou mais quartos'}, {'label': '650m²'}, {'label': 'Condomínio: R$ 2.000'}, {'label': '3 vagas'}]",False
"Casa com 04 suítes, 900 m² - venda por R$ 10.000.000 ou aluguel por R$ 30.000/mês - São Co",R$ 30.000,1013288400,22954,,True,False,0,True,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/casa-com-04-suites-900-m-venda-por-r-10-000-000-ou-aluguel-por-r-30-000-mes-sao-co-1013288400,https://img.olx.com.br/thumbs256x256/11/110221756812850.jpg,1654565118,20,"Rio de Janeiro, São Conrado",Casas,1000,1002,{'isOnline': False},27,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '4 quartos'}, {'label': '900m²'}, {'label': 'Condomínio: R$ 1.850'}, {'label': '4 vagas'}]",False
Excelente Apartamento Térreo no Colubandê,R$ 799,1041933640,0,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/excelente-apartamento-terreo-no-colubande-1041933640,https://img.olx.com.br/thumbs256x256/49/493241292485361.jpg,1654565101,17,"São Gonçalo, Colubande",Apartamentos,1000,1002,{'isOnline': False},28,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '53m²'}, {'label': 'Condomínio: R$ 430'}, {'label': '1 vaga'}]",False
Apartamento para aluguel tem 110 m² com 3 quartos em Leblon -  RJ,R$ 8.500,1041933626,0,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-para-aluguel-tem-110-m-com-3-quartos-em-leblon-rj-1041933626,https://img.olx.com.br/thumbs256x256/49/490252171730884.jpg,1654565082,20,"Rio de Janeiro, Leblon",Apartamentos,1000,1002,{'isOnline': False},29,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '3 quartos'}, {'label': '110m²'}, {'label': 'Condomínio: R$ 0'}, {'label': '1 vaga'}]",False
"Rua Honório de Barros,19 Flamengo sala 3 quartos.Aluguel R$3900,00.",R$ 3.900,1000683880,23025,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/rua-honorio-de-barros-19-flamengo-sala-3-quartos-aluguel-r-3900-00-1000683880,https://img.olx.com.br/thumbs256x256/12/125216277854948.jpg,1654565047,20,"Rio de Janeiro, Flamengo",Apartamentos,1000,1002,{'isOnline': False},30,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '3 quartos'}, {'label': '110m²'}, {'label': 'Condomínio: R$ 1.300'}, {'label': '1 vaga'}]",False
APARTAMENTO PARA ALUGAR - 2 QUARTOS - ANDARAÍ - RUA SOUZA CRUZ,R$ 2.530,1006054814,23033,,True,False,0,True,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-para-alugar-2-quartos-andarai-rua-souza-cruz-1006054814,https://img.olx.com.br/thumbs256x256/63/631291144808847.jpg,1654565039,20,"Rio de Janeiro, Andaraí",Apartamentos,1000,1002,{'isOnline': False},31,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '90m²'}, {'label': 'Condomínio: R$ 300'}, {'label': '1 vaga'}]",False
"Apartamento com 3 quartos, sendo um suíte para locação no Pechincha.",R$ 1.500,1041933487,0,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-com-3-quartos-sendo-um-suite-para-locacao-no-pechincha-1041933487,https://img.olx.com.br/thumbs256x256/49/499292057669268.jpg,1654564978,9,"Rio de Janeiro, Pechincha",Apartamentos,1000,1002,{'isOnline': False},32,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '3 quartos'}, {'label': '68m²'}, {'label': 'Condomínio: R$ 810'}, {'label': '1 vaga'}]",False
Pedra de Guaratiba-Apto2qtos-Centro-Rua pedra Bela,R$ 860,1027801151,23098,,True,False,0,True,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/pedra-de-guaratiba-apto2qtos-centro-rua-pedra-bela-1027801151,https://img.olx.com.br/thumbs256x256/15/159242286815686.jpg,1654564974,13,"Rio de Janeiro, Pedra de Guaratiba",Apartamentos,1000,1002,{'isOnline': False},33,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '40m²'}, {'label': 'Condomínio: R$ 10'}]",False
Quarto e Sala na Tijuca,R$ 1.700,1004451397,23104,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-e-sala-na-tijuca-1004451397,https://img.olx.com.br/thumbs256x256/60/601294503168716.jpg,1654564968,20,"Rio de Janeiro, Tijuca",Apartamentos,1000,1002,{'isOnline': False},34,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '1 quarto'}, {'label': '60m²'}, {'label': 'Condomínio: R$ 750'}, {'label': '1 vaga'}]",False
"Apartamento em Copacabana, 118 metros quadrados, 2 quartos (1 suíte)",R$ 2.600,1020061670,23110,R$ 2.900,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-em-copacabana-118-metros-quadrados-2-quartos-1-suite-1020061670,https://img.olx.com.br/thumbs256x256/40/400218641119395.jpg,1654564962,12,"Rio de Janeiro, Copacabana",Apartamentos,1000,1002,{'isOnline': False},35,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '118m²'}, {'label': 'Condomínio: R$ 1.430'}, {'label': '1 vaga'}]",False
Excelente casa duplex com 130m² em Jacarepagua,R$ 1.400,1037555679,23113,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/excelente-casa-duplex-com-130m-em-jacarepagua-1037555679,https://img.olx.com.br/thumbs256x256/36/367215764692967.jpg,1654564959,20,"Rio de Janeiro, Praça Seca",Casas,1000,1002,{'isOnline': False},36,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '3 quartos'}, {'label': '130m²'}, {'label': 'Condomínio: R$ 0'}]",False
Casa para aluguel tem 100 metros quadrados com 3 quartos em Campo Grande - Rio de Janeiro ,R$ 1.400,1008872661,23121,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/casa-para-aluguel-tem-100-metros-quadrados-com-3-quartos-em-campo-grande-rio-de-janeiro-1008872661,https://img.olx.com.br/thumbs256x256/69/698259263989322.jpg,1654564951,20,"Rio de Janeiro, Campo Grande",Casas,1000,1002,{'isOnline': False},37,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '3 quartos'}, {'label': '100m²'}, {'label': 'Condomínio: R$ 0'}, {'label': '1 vaga'}]",False
SALA/QUARTO NO LARGO 2a FEIRA PROXIMO AO METRO!!!,R$ 1.100,1028999034,23121,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/sala-quarto-no-largo-2a-feira-proximo-ao-metro-1028999034,https://img.olx.com.br/thumbs256x256/17/171219888881928.jpg,1654564951,7,"Rio de Janeiro, Tijuca",Apartamentos,1000,1002,{'isOnline': False},38,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '1 quarto'}, {'label': '30m²'}, {'label': 'Condomínio: R$ 500'}]",False
"Aluguel térreo casa comercial 3 salas recepção divisórias Rua Otávio Kelly, Icaraí, Niteró",R$ 3.500,985648654,23123,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/aluguel-terreo-casa-comercial-3-salas-recepcao-divisorias-rua-otavio-kelly-icarai-nitero-985648654,https://img.olx.com.br/thumbs256x256/31/315219768832299.jpg,1654564949,19,"Niterói, Icaraí",Casas,1000,1002,{'isOnline': False},39,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '80m²'}, {'label': 'Condomínio: R$ 0'}]",False
Rio de Janeiro - Flat - Copacabana,R$ 12.500,981387944,23123,R$ 16.000,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/rio-de-janeiro-flat-copacabana-981387944,https://img.olx.com.br/thumbs256x256/10/108240726117700.jpg,1654564949,20,"Rio de Janeiro, Copacabana",Apartamentos,1000,1002,{'isOnline': False},40,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '180m²'}, {'label': 'Condomínio: R$ 6.703'}, {'label': '4 vagas'}]",False
Alugo excelente casa duplex com 3 quartos em Nova Cidade - Itaboraí - RJ,R$ 1.700,999485113,23127,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugo-excelente-casa-duplex-com-3-quartos-em-nova-cidade-itaborai-rj-999485113,https://static.olx.com.br/cd/listing/notFound.png,1654564945,0,"Itaboraí, Nova Cidade",Casas,1000,1002,{'isOnline': False},41,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '3 quartos'}, {'label': '140m²'}, {'label': 'Condomínio: R$ 0'}, {'label': '2 vagas'}]",False
Casa de vila para aluguel tem 65 metros quadrados com 1 quarto,R$ 550,1038034500,23128,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/casa-de-vila-para-aluguel-tem-65-metros-quadrados-com-1-quarto-1038034500,https://img.olx.com.br/thumbs256x256/39/399251764343158.jpg,1654564944,8,"São João de Meriti, Agostinho Porto",Casas,1000,1002,{'isOnline': False},42,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '1 quarto'}, {'label': '65m²'}, {'label': 'Condomínio: R$ 0'}]",False
(Aluguel) Kitnet com 1 dormitório - Moqueta - Nova Iguaçu/RJ,R$ 980,1001445474,23131,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/aluguel-kitnet-com-1-dormitorio-moqueta-nova-iguacu-rj-1001445474,https://img.olx.com.br/thumbs256x256/45/453216295147390.jpg,1654564941,17,"Nova Iguaçu, Aero Clube",Apartamentos,1000,1002,{'isOnline': False},43,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '1 quarto'}, {'label': '30m²'}, {'label': 'Condomínio: R$ 65'}, {'label': '1 vaga'}]",False
DEL LAGO - A MELHOR CASA DO CONDOMÍNIO,R$ 50.000,994881789,23200,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/del-lago-a-melhor-casa-do-condominio-994881789,https://img.olx.com.br/thumbs256x256/47/477253651877396.jpg,1654564872,20,"Rio de Janeiro, Barra da Tijuca",Casas,1000,1002,{'isOnline': False},44,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '5 ou mais quartos'}, {'label': '800m²'}, {'label': 'Condomínio: R$ 2.585'}, {'label': '3 vagas'}]",False
Rio de Janeiro - Apartamento Padrão - COPACABANA,R$ 4.300,1036244465,23210,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/rio-de-janeiro-apartamento-padrao-copacabana-1036244465,https://img.olx.com.br/thumbs256x256/36/362253289470999.jpg,1654564862,13,"Rio de Janeiro, Copacabana",Apartamentos,1000,1002,{'isOnline': False},45,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '3 quartos'}, {'label': '120m²'}, {'label': 'Condomínio: R$ 710'}]",False
Apartamento 2 dormitórios para vender ou alugar Santana Niterói/RJ,R$ 1.500,989635601,23280,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-2-dormitorios-para-vender-ou-alugar-santana-niteroi-rj-989635601,https://img.olx.com.br/thumbs256x256/10/108278871865231.jpg,1654564792,8,"Niterói, Santana",Apartamentos,1000,1002,{'isOnline': False},46,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '80m²'}, {'label': 'Condomínio: R$ 640'}, {'label': '1 vaga'}]",False
Apartamento para aluguel possui 55 metros quadrados com 1 quarto em Pechincha - Rio de Jan,R$ 1.100,1036985515,23282,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-para-aluguel-possui-55-metros-quadrados-com-1-quarto-em-pechincha-rio-de-jan-1036985515,https://img.olx.com.br/thumbs256x256/37/373278048205710.jpg,1654564790,1,"Rio de Janeiro, Pechincha",Apartamentos,1000,1002,{'isOnline': False},47,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '1 quarto'}, {'label': '55m²'}, {'label': 'Condomínio: R$ 160'}, {'label': '1 vaga'}]",False
Apartamento para aluguel com 70 metros quadrados com 2 quartos em Leblon - Rio de Janeiro ,R$ 6.000,997809576,23289,,True,False,0,True,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-para-aluguel-com-70-metros-quadrados-com-2-quartos-em-leblon-rio-de-janeiro-997809576,https://img.olx.com.br/thumbs256x256/59/591206143678203.jpg,1654564783,16,"Rio de Janeiro, Leblon",Apartamentos,1000,1002,{'isOnline': False},48,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '70m²'}, {'label': 'Condomínio: R$ 1.050'}, {'label': '1 vaga'}]",False
Apartamento no Sheraton,R$ 10.000,1000547547,23289,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-no-sheraton-1000547547,https://img.olx.com.br/thumbs256x256/59/593253385163732.jpg,1654564783,13,"Rio de Janeiro, Barra da Tijuca",Apartamentos,1000,1002,{'isOnline': False},49,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '99m²'}, {'label': 'Condomínio: R$ 5.800'}, {'label': '1 vaga'}]",False
Ótimo Apto Varanda 2 Qts e Dep na Rua das Laranjeiras,R$ 2.700,1030097638,23301,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/otimo-apto-varanda-2-qts-e-dep-na-rua-das-laranjeiras-1030097638,https://img.olx.com.br/thumbs256x256/44/443212890995476.jpg,1654564773,20,"Rio de Janeiro, Laranjeiras",Apartamentos,1000,1002,{'isOnline': False},0,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '78m²'}, {'label': 'Condomínio: R$ 1.200'}, {'label': '1 vaga'}]",True
RIO DE JANEIRO - Casa Padrão - ABOLICAO,R$ 1.600,1036836231,23305,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/rio-de-janeiro-casa-padrao-abolicao-1036836231,https://img.olx.com.br/thumbs256x256/37/379272045576789.jpg,1654564769,14,"Rio de Janeiro, Abolição",Casas,1000,1002,{'isOnline': False},1,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '80m²'}, {'label': 'Condomínio: R$ 0'}]",True
apartamento  mobiliado praia do flamengo,R$ 5.900,995519462,23311,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-mobiliado-praia-do-flamengo-995519462,https://img.olx.com.br/thumbs256x256/39/393206497052196.jpg,1654564763,13,"Rio de Janeiro, Flamengo",Apartamentos,1000,1002,{'isOnline': False},2,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '74m²'}, {'label': 'Condomínio: R$ 800'}]",True
"VISTA TOTAL MAR,  Temporada,  orla da Praia de Copacabana",R$ 452,982412348,23311,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/vista-total-mar-temporada-orla-da-praia-de-copacabana-982412348,https://img.olx.com.br/thumbs256x256/46/464240651777991.jpg,1654564763,20,"Rio de Janeiro, Copacabana",Apartamentos,1000,1002,{'isOnline': False},3,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '100m²'}, {'label': 'Condomínio: R$ 0'}]",True
Apartamento para aluguel com 130 metros quadrados com 4 quartos em Copacabana - Rio de Jan,R$ 4.000,995376850,23379,,True,False,0,True,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-para-aluguel-com-130-metros-quadrados-com-4-quartos-em-copacabana-rio-de-jan-995376850,https://img.olx.com.br/thumbs256x256/31/311291529532804.jpg,1654564695,6,"Rio de Janeiro, Copacabana",Apartamentos,1000,1002,{'isOnline': False},4,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '4 quartos'}, {'label': '130m²'}, {'label': 'Condomínio: R$ 1.600'}, {'label': '1 vaga'}]",True
"Apartamento para alugar, 58 m² por R$ 1.500,00/mês - Vila Valqueire - Rio de Janeiro/RJ",R$ 1.500,993365254,23382,,True,False,0,False,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-para-alugar-58-m-por-r-1-500-00-mes-vila-valqueire-rio-de-janeiro-rj-993365254,https://img.olx.com.br/thumbs256x256/66/661227503879917.jpg,1654564692,20,"Rio de Janeiro, Vila Valqueire",Apartamentos,1000,1002,{'isOnline': False},5,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': '58m²'}, {'label': 'Condomínio: R$ 275'}]",False
Alugo apartamento Morada do Sol 1° andar ,R$ 720,1041932135,0,,False,False,0,True,https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugo-apartamento-morada-do-sol-1-andar-1041932135,https://img.olx.com.br/thumbs256x256/50/509297179230696.jpg,1654564684,6,Itaguaí,Apartamentos,1000,1002,{'isOnline': False},6,,,"{'enabled': False, 'title': None, 'description': None, 'reportLink': None, 'reportTitle': None, 'tags': None}",[],,"[{'label': '2 quartos'}, {'label': 'Condomínio: R$ 260'}, {'label': '2 vagas'}]",False
